IdCN;NazwaCN;OpisCN;UwagaCN;IdStatus;Status;DataDodania;DodanyPrzez;DataModyfikacji;ZmodyfikowanyPrzez;DataUsuniecia;UsunietyPrzez
0807 20 00;Papaje, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0808 10 10;Jabłka na cydr (cidr), luzem, od dnia 16 września do dnia 15 grudnia, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0808 10 80;Jabłka, świeże (z wył. jabłek na cydr (cidr), luzem, od dnia 16 września do dnia 15 grudnia);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0808 30 10;Gruszki na perry, luzem, od dnia 1 sierpnia do dnia 31 grudnia, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0808 30 90;Gruszki, świeże (z wył. gruszek na perry, luzem, od dnia 1 sierpnia do dnia 31 grudnia);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0808 40 00;Pigwy, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 10 00;Morele, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 21 00;Wiśnie (Prunus cerasus), świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 29 00;Wiśnie i czereśnie, świeże (z wył. wiśni (Prunus cerasus));;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 30 20;Brzoskwinie płaskoowocowe (Prunus persica var. platycarpa) i nektaryny płaskoowocowe (Prunus persica var. platerina), świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 30 30;Nektaryny, świeże, z wył. nektaryn płaskoowocowych (Prunus persica var. platerina);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 30 80;Brzoskwinie, świeże, z wył. brzoskwiń płaskoowocowych i nektaryn;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 40 05;Śliwki, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0809 40 90;Owoce tarniny, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 10 00;Truskawki i poziomki, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 20 10;Maliny, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 20 90;Jeżyny, morwy i owoce mieszańców malin z jeżynami, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 30 10;Porzeczki czarne, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 30 30;Porzeczki czerwone, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 30 90;Porzeczki białe i agrest, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 40 10;Borówki brusznice lub borówki czerwone "owoce z gatunku Vaccinium vitis-idaea", świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 40 30;Owoce z gatunku Vaccinium myrtillus, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 40 50;Owoce z gatunków Vaccinium macrocarpon i Vaccinium corymbosum, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 40 90;Owoce z rodzaju Vaccinium ( z wył. z gatunku Vaccinium vitis-idaea, myrtillus, macrocarpum i corymbosum), świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 50 00;Owoce kiwi, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 60 00;Duriany właściwe, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 70 00;Owoce persymony (kaki), świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 90 20;Tamaryndy, jabłka nerkowca, liczi (śliwki chińskie), owoce chlebowca (jackfruit), śliwy sączyńca, owoce męczennicy, oskomianu (carambola), pitahaya, świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0810 90 75;Jadalne owoce (z wył. orzechów, bananów, daktyli, fig, ananasów, awokado, guawy, mango, smaczeliny, papai, owoców cytrusowych, winogron, melonów, jabłek, gruszek, pigw, moreli, wiśni, czereśni, brzoskwiń, śliwek, owoców tarniny, truskawek, poziomek, malin, jeżyn, morw, owoców mieszańców malin z jeżynami, żurawin, borówek czarnych, owoców z rodzaju Vaccinium, owoców kiwi, durians, owoce persymony, porzeczek czarne, białe lub czerwone, agrestu, tamaryndy, jabłka nerkowca, liczi (śliwki chińskie), owoce chlebowca (jackfruit), śliwy sączyńca, owoce męczennicy, oskomianu (carambola) i pitahaya), świeże;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0901 11 00;Kawa (z wył. palonej i bezkofeinowej);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0902 20 00;Herbata zielona (niefermentowana), w bezpośrednich opakowaniach o zawartości > 3 kg;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0902 40 00;Herbata czarna (fermentowana) i herbata częściowo fermentowana, w bezpośrednich opakowaniach o zawartości > 3 kg;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0903 00 00;Maté (herbata paragwajska);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0904 11 00;Pieprz z rodzaju Piper, nierozgniatany ani niemielony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0904 21 10;Słodka papryka (Capsicum annuum), suszona, nierozgniatana ani niemielona;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0904 21 90;Owoce z rodzaju Capsicum lub z rodzaju Pimenta, suszone, nierozgniatane ani niemielone (z wył. słodkiej papryki);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0905 10 00;Wanilia, nierozgniatana ani niemielona;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0906 11 00;Cynamon "Cinnamomum zeylanicum Blume" (z wył. rozgniatanego lub mielonego);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0906 19 00;Cynamon i kwiaty cynamonowca nierozgniatane ani niemielone (z wył. cynamonu "Cinnamomum zeylanicum Blume");;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0907 10 00;Goździki (całe owoce, kwiaty i szypułki), nierozgniatane ani niemielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0908 11 00;Gałka muszkatołowa, nierozgniatana ani niemielona;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0908 21 00;Kwiat muszkatołowy, nierozgniatany ani niemielony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0908 31 00;Kardamony, nierozgniatane ani niemielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0909 21 00;Nasiona kolendry, nierozgniatane ani niemielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0909 31 00;Nasiona kminu rzymskiego, nierozgniatane ani niemielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0909 61 00;Nasiona anyżku, badianu, kminku lub kopru, jagody jałowca, nierozgniatane ani niemielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 11 00;Imbir, nierozgniatany ani niemielony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 20 10;Szafran (z wył. rozgniatanego lub mielonego);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 30 00;Kurkuma;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 91 05;Curry;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 91 10;Mieszanki różnych rodzajów przypraw korzennych (z wył. rozgniatanych lub mielonych i curry);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 99 10;Nasiona kozieradki;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 99 31;Macierzanka piaskowa "Thymus serpyllum L." (z wył. Rozgniatanej lub mielonej);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 99 33;Tymianek (z wył. rozgniatanego lub mielonego i macierzanki piaskowej);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 99 50;Liście laurowe;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
0910 99 91;"Przyprawy korzenne nierozgniatane ani niemielone (z wył. pieprzu z rodzaju Piper; owoców z rodzaju Capsicum lub z rodzaju Pimenta, wanilii, cynamonu, kwiatów cynamonowca, goździków [całe owoce], szypułek i kwiatów goździków, gałki muszkatołowej, kwiatu muszkatołowego, kardamonu, nasion anyżku, badianu, kopru, kolendry, kminu lub kminku, jagód jałowca, imbiru, szafranu, kurkumy, tymianku, liści laurowych, curry, nasion kozieradki, i mieszanek różnych rodzajów przypraw korzennych)";;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 11 00;Nasiona pszenicy durum;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 19 00;Pszenica durum (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 91 10;Nasiona orkisza;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 91 20;Nasiona pszenicy zwyczajnej i meslin;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 91 90;Nasiona pszenicy (z wył. durum, pszenicy zwyczajnej i orkisza);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1001 99 00;Pszenica i meslin (z wył. nasion i pszenicy durum);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1002 10 00;Nasiona żyta;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1002 90 00;Żyto (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1003 10 00;Nasiona jęczmienia;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1003 90 00;Jęczmień (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1004 10 00;Nasiona owsa;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1004 90 00;Owies (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1005 10 13;Hybrydy trójkrzyżowe nasion kukurydzy;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1005 10 15;Hybrydy zwykłe nasion kukurydzy;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1005 10 18;Hybrydy nasion kukurydzy (z wył. hybryd trójkrzyżowych i hybryd zwykłych);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1005 10 90;Nasiona kukurydzy (z wył. hybryd);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1005 90 00;Kukurydza (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 10;Ryż niełuskany do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 30;Ryż niełuskany, okrągłoziarnisty;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 50;Ryż niełuskany, średnioziarnisty;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 71;Ryż niełuskany, długoziarnisty , o stosunku długości do szerokości > 2, ale < 3;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 79;Ryż niełuskany, długoziarnisty , o stosunku długości do szerokości >= 3;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1006 10 90;Ryż niełuskany, pozostały, z wył. okrągłoziarnistego, średnioziarnistego, długoziarnistego;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1007 10 10;Hybrydy nasion sorgo;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1007 10 90;Nasiona sorgo (z wył. hybryd);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1007 90 00;Ziarno sorgo (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 10 00;Gryka;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 21 00;Nasiona prosa (z wył. ziarna sorgo);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 29 00;Proso (z wył. ziarna sorgo i nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 30 00;Ziarno mozgi kanaryjskiei;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 40 00;Palusznik (Digitaria spp.);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 50 00;Komosa ryżowa (Chenopodium quinoa);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 60 00;Pszenżyto;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1008 90 00;Zboża (z wył. pszenicy i meslin, żyta, jęczmienia, owsa, kukurydzy, ryżu, ziarna sorgo, gryki, prosa i mozgi kanaryjskiej, mozgi kanaryjskiej, palusznika i pszenżyta);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1201 10 00;Nasiona soi;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1201 90 00;Ziarno soi, nawet łamane (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1202 30 00;Nasiona orzeszków ziemnych;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1202 41 00;Orzeszki ziemne, w łupinkach (z wył. nasion, prażonych lub poddanych w inny sposób obróbce cieplnej);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1203 00 00;Kopra;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1204 00 10;Nasiona lnu, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1204 00 90;Nasiona lnu (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1205 10 10;Nasiona rzepaku lub rzepiku, o niskiej zawartości kwasu erukowego, z których uzyskuje się olej roślinny, o zawartości kwasu erukowego < 2 % masy i o zawartości składników stałych glukozynoladów < 30 mikromoli/g, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1205 10 90;Nasiona rzepaku lub rzepiku, o niskiej zawartości kwasu erukowego, z których uzyskuje się olej roślinny, o zawartości kwasu erukowego < 2 % masy i o zawartości składników stałych glukozynoladów < 30 mikromoli/g (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1205 90 00;Nasiona rzepaku lub rzepiku, o wysokiej zawartości kwasu erukowego, z których uzyskuje się olej roślinny, o zawartości kwasu erukowego >= 2 % masy i o zawartości składników stałych glukozynoladów >= 30 mikromoli/g, nawet łamane;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1206 00 10;Nasiona słonecznika, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1206 00 91;Nasiona słonecznika, nawet łamane, wyłuskane, lub w łusce w paski szaro-białe (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1206 00 99;Nasiona słonecznika, nawet łamane (z wył. do siewu, wyłuskanych i w łusce w paski szaro-białe);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 10 00;Orzechy palmowe i jądra;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 21 00;Nasiona bawełny;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 29 00;Ziarno bawełny (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 30 00;Nasiona rącznika;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 40 10;Nasiona sezamu do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 40 90;Nasiona sezamu, nawet łamane (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 50 10;Nasiona gorczycy do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 50 90;Nasiona gorczycy, nawet łamane (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 60 00;Nasiona krokosza (Carthamus tinctorius);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 70 00;Nasiona melona;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 91 10;Nasiona maku do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 91 90;Nasiona maku, nawet łamane (z wył. do siewu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 99 20;Nasiona i owoce oleiste, nawet łamane (z wył. jadalnych orzechów, oliwek, nasion soi, orzeszków ziemnych, kopry, nasion lnu, nasion rzepaku lub rzepiku, nasion słonecznika, orzechów palmowych i jąder, bawełny, nasion rącznika, sezamu, gorczycy, krokosza, melona i maku);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 99 91;Ziarna konopi, nawet łamane (z wył. nasion);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1207 99 96;Ziarna i owoce oleiste, nawet łamane (z wył. nasion i jadalnych orzechów, oliwek, nasion soi, orzeszków ziemnych, kopry, nasion lnu, nasion rzepaku lub rzepiku, nasion słonecznika, orzechów palmowych i jąder, bawełny, nasion rącznika, sezamu, gorczycy, krokosza, melona, maku i konopi);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 10 00;Nasiona buraków cukrowych, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 21 00;Nasiona lucerny (alfalfa), do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 22 10;Nasiona koniczyny czerwonej "Trifolium pratense L.", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 22 80;Nasiona koniczyny "Trifolium spp.", do siewu (z wył. koniczyny czerwonej "Trifolium pratense L.");;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 23 11;Nasiona kostrzewy łąkowej "Festuca pratensis Huds", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 23 15;Nasiona kostrzewy czerwonej "Festuca rubra L.", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 23 80;Nasiona kostrzewy, do siewu (z wył. kostrzewy łąkowej "Festuca pratensis Huds", kostrzewy czerwonej "Festuca rubra L.");;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 24 00;Nasiona wiechliny łąkowej "Poa pratensis L.", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 25 10;Rajgras włoski (życica wielokwiatowa), włącznie z rajgrasem westerwoldzkim "Lolium multiflorum Lam.", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 25 90;Rajgras angielski (życica trwała) "Lolium perenne L.", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 29 45;"Nasiona tymotki; nasiona wyki; nasiona wiechliny z rodzaju Poa (Poa palustris L., Poa trivialis L.); nasiona kupkówki (Dactylis glomerata L.) i nasiona mietlicy (Agrostis)";;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 29 50;Nasiona łubinu, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 29 60;Nasiona buraka pastewnego "Beta vulgaris var. alba", do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 29 80;Nasiona roślin pastewnych, do siewu (z wył. zbóż i buraka pastewnego, buraka cukrowego, lucerny, koniczyny [Trifolium spp.], kostrzewy, wiechliny łąkowej [Poa pratensis L.], rajgrasu [Lolium multiflorum Lam., Lolium perenne L., tymotki, wyki, wiechliny z rodzaju Poa [Poa palustris L., Poa trivialis L.], nasion kupkówki [Dactylis glomerata L.] nasion mietlicy [Agrostis], łubinu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 30 00;Nasiona roślin zielnych (ziołowych) hodowanych głównie dla ich kwiatów, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 91 30;Nasiona buraka ćwikłowego [Beta vulgaris var. Conditiva], do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 91 80;Nasiona warzyw, do siewu (z wył. nasion buraka ćwikłowego [Beta vulgaris var. Conditiva]);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 99 91;Nasiona roślin innych niż ziołowe, hodowanych głównie dla ich kwiatów, do siewu;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1209 99 99;Nasiona, owoce i zarodniki, do siewu (z wył. warzyw strączkowych i kukurydzy cukrowej, kawy, herbaty, mate i przypraw korzennych, zbóż, nasion lub owoców oleistych, buraków, roślin pastewnych, nasion warzyw, nasion drzew leśnych, i nasion roślin hodowanych głównie dla ich kwiatów lub stosowanych głównie w przemyśle perfumeryjnym, farmacji lub do celów owadobójczych, grzybobójczych lub podobnych);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1210 10 00;Szyszki chmielowe, świeże lub suszone (z wył. mielonych, sproszkowanych lub w formie granulek);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1210 20 10;"Szyszki chmielowe, mielone, sproszkowane lub w formie granulek, z podwyższoną zawartością lupuliny; lupulina";;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1210 20 90;Szyszki chmielowe, mielone, sproszkowane lub w formie granulek (z wył. z podwyższoną zawartością lupuliny);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 20 00;Korzenie żeńszenia, świeże, schłodzone, zamrożone lub suszone, nawet krojone, kruszone lub proszkowane;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 30 00;Liście krzewu kokainowego, świeże, schłodzone, zamrożone lub suszone, nawet krojone, kruszone lub proszkowane;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 40 00;Słoma makowa, świeża, schłodzona, zamrożona lub suszona, nawet krojona, kruszona lub proszkowana;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 50 00;Przęśl i jej części, włącznie z nasionami i owocami, świeże lub suszone, nawet krojone, kruszone lub proszkowane;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 60 00;Kora wiśni afrykańskiej (Prunus africana), świeża, schłodzona, zamrożona lub suszona, nawet krojona, kruszona lub proszkowana;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 90 30;Tonkowiec wonny, świeży, schłodzony, zamrożony lub suszony, nawet krojony, kruszony lub proszkowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1211 90 86;Rośliny i części roślin, włącznie z nasionami i owocami, w rodzaju stosowanych głównie w perfumerii, farmacji lub stosowane do celów owadobójczych, grzybobójczych lub podobnych, świeże, schłodzone, zamrożone lub suszone, nawet krojone, kruszone lub proszkowane (z wył. korzeni żeńszenia, liści krzewu kokainowego, słomy makowej, tonkowca wonnego, przęśla i jej części oraz kory wiśni afrykańskiej);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 91 20;Burak cukrowy, suszony, nawet mielony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 91 80;Burak cukrowy, świeży, schłodzony, zamrożony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 92 00;Chleb świętojański, świeży, schłodzony, zamrożony lub suszony, nawet mielony;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 93 00;Trzcina cukrowa, świeża, schłodzona, zamrożona lub suszona, nawet mielona;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 94 00;Korzenie cykorii, świeże, schłodzone, zamrożone lub suszone, nawet mielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 99 41;Nasiona chleba świętojańskiego, świeże lub suszone, (z wył. łuszczonych, kruszonych lub mielonych);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 99 49;Nasiona chleba świętojańskiego, świeże lub suszone, łuszczone, kruszone lub mielone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1212 99 95;Pestki i jądra owoców oraz pozostałe produkty roślinne,  w rodzaju stosowanych głównie do spożycia przez ludzi, gdzie indziej niesklasyfikowane;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1213 00 00;Słoma i plewy zbóż, niepreparowane, nawet siekane, mielone, prasowane lub w formie granulek;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1214 90 10;Buraki pastewne, brukiew i pozostałe korzenie pastewne;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1214 90 90;Siano, lucerna, koniczyna, esparceta, kapusta pastewna, łubin, wyka i podobne produkty pastewne (z wył. buraków pastewnych, brukwi i pozostałych korzeni pastewnych, mączek i granulek z lucerny);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1401 10 00;Bambusy;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1401 20 00;Trzcinopalmy rotang (rattan);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1401 90 00;Trzciny, sitowie, łoziny, rafia, słoma zbożowa czyszczona, bielona lub barwiona i łyko lipowe oraz pozostałe materiały roślinne, w rodzaju stosowanych głównie do wyplatania (z wył. bambusa i rattanu);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1404 90 00;Produkty pochodzenia roślinnego, gdzie indziej niewymienione ani niewłączone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
1801 00 00;Ziarna kakao, całe lub łamane, surowe lub palone;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
2401 10 35;Tytoń suszony powietrzem na jasny, nieodżyłowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
2401 10 60;Tytoń typu Oriental suszony na słońcu, nieodżyłowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
2401 10 70;Tytoń suszony powietrzem na ciemny, nieodżyłowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
2401 10 85;Tytoń suszony ogniowo-rurowo, nieodżyłowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
2401 10 95;Tytoń nieodżyłowany (z wył suszonego powietrzem na jasny, typu Oriental suszonego na słońcu, suszonego powietrzem na ciemny, suszonego ogniowo-rurowo);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
4001 10 00;Naturalny lateks kauczukowy, nawet wstępnie wulkanizowany;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
4001 21 00;Arkusze wędzone z kauczuku naturalnego;;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
4001 22 00;Kauczuk naturalny technicznie określony (TSNR);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
4001 29 00;Kauczuk naturalny w formach podstawowych lub w płytach, arkuszach lub taśmach (z wył. arkuszów wędzonych, kauczuku naturalnego technicznie określonego (TSNR) i naturalnego lateksu kauczukowego, nawet wstępnie wulkanizowanego);;;D;Dodany;2025-04-13 00:57:18;Darek Osuch;;;;
