IdProdukt;NazwaProdukt;OpisProdukt;UwagaProdukt;IdStatus;Status;DataDodania;DodanyPrzez;DataModyfikacji;ZmodyfikowanyPrzez;DataUsuniecia;UsunietyPrzez
01.25.11;Owoce kiwi;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.11.0;Owoce kiwi;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.12;Maliny, jeżyny, morwy i owoce mieszańców malin z jeżynami;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.12.0;Maliny, jeżyny, morwy i owoce mieszańców malin z jeżynami;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.13;Truskawki i poziomki;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.13.0;Truskawki i poziomki;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.19;Pozostałe owoce jagodowe (np. porzeczki, agrest) i z rodzaju Vaccinium (np. żurawina, borówki czarne), świeże, gdzie indziej niesklasyfikowane;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.19.0;Pozostałe owoce jagodowe (np. porzeczki, agrest) i z rodzaju Vaccinium (np. żurawina, borówki czarne), świeże, gdzie indziej niesklasyfikowane;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.2;NASIONA OWOCÓW;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.20;NASIONA OWOCÓW;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.20.0;NASIONA OWOCÓW;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.3;ORZECHY W ŁUPINACH (Z WYŁĄCZENIEM JADALNYCH ORZECHÓW DZIKO ROSNĄCYCH, ORZESZKÓW ZIEMNYCH I ORZECHÓW KOKOSOWYCH);;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.31;Migdały;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.31.0;Migdały;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.32;Kasztany jadalne;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.32.0;Kasztany jadalne;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.33;Orzechy laskowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.33.0;Orzechy laskowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.34;Pistacje;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.34.0;Pistacje;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.35;Orzechy włoskie;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.35.0;Orzechy włoskie;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.39;Pozostałe orzechy w łupinach (z wyłączeniem jadalnych orzechów dziko rosnących, orzeszków ziemnych i orzechów kokosowych);;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.39.0;Pozostałe orzechy w łupinach (z wyłączeniem jadalnych orzechów dziko rosnących, orzeszków ziemnych i orzechów kokosowych);;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.9;POZOSTAŁE OWOCE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.90;POZOSTAŁE OWOCE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.25.90.0;POZOSTAŁE OWOCE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26;OWOCE OLEISTE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.1;OLIWKI;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.11;Oliwki stołowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.11.0;Oliwki stołowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.12;Oliwki do produkcji oliwy;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.12.0;Oliwki do produkcji oliwy;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.2;ORZECHY KOKOSOWE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.20;ORZECHY KOKOSOWE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.20.0;ORZECHY KOKOSOWE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.9;POZOSTAŁE OWOCE OLEISTE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.90;POZOSTAŁE OWOCE OLEISTE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.26.90.0;POZOSTAŁE OWOCE OLEISTE, GDZIE INDZIEJ NIESKLASYFIKOWANE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27;ROŚLINY WYKORZYSTYWANE DO PRODUKCJI NAPOJÓW;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.1;ROŚLINY WYKORZYSTYWANE DO PRODUKCJI NAPOJÓW;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.11;Kawa niepalona;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.11.0;Kawa niepalona;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.12;Herbata;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.12.0;Herbata;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.13;Maté (herbata paragwajska);;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.13.0;Maté (herbata paragwajska);;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.14;Ziarna kakao;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.27.14.0;Ziarna kakao;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28;ROŚLINY PRZYPRAWOWE I AROMATYCZNE ORAZ ROŚLINY WYKORZYSTYWANE DO PRODUKCJI LEKÓW I WYROBÓW FARMACEUTYCZNYCH;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.1;ROŚLINY PRZYPRAWOWE I AROMATYCZNE NIEPRZETWORZONE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.11;Pieprz surowy z rodzaju Piper;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.11.0;Pieprz surowy z rodzaju Piper;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.12;Chili i słodka papryka (z rodzaju Capsicum), surowe, suszone;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.12.0;Chili i słodka papryka (z rodzaju Capsicum), surowe, suszone;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.13;Gałka muszkatołowa, kwiat muszkatołowy i kardamon, surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.13.0;Gałka muszkatołowa, kwiat muszkatołowy i kardamon, surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.14;Anyż, badian, kolendra, kmin, kminek, koper i jagody jałowca, surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.14.0;Anyż, badian, kolendra, kmin, kminek, koper i jagody jałowca, surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.15;Cynamon surowy i kwiaty cynamonowca;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.15.0;Cynamon surowy i kwiaty cynamonowca;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.16;Goździki (całe owoce, kwiaty i szypułki) surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.16.0;Goździki (całe owoce, kwiaty i szypułki) surowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.17;Imbir surowy, suszony;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.17.0;Imbir surowy, suszony;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.18;Wanilia surowa;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.18.0;Wanilia surowa;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.19;Pozostałe nieprzetworzone rośliny przyprawowe i aromatyczne;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.19.0;Pozostałe nieprzetworzone rośliny przyprawowe i aromatyczne;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.2;Szyszki chmielowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.20;Szyszki chmielowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.20.0;Szyszki chmielowe;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.3;Rośliny wykorzystywane głównie w przemyśle perfumeryjnym, farmacji lub dla celów owadobójczych, grzybobójczych i innych podobnych;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.30;Rośliny wykorzystywane głównie w przemyśle perfumeryjnym, farmacji lub dla celów owadobójczych, grzybobójczych i innych podobnych;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.28.30.0;Rośliny wykorzystywane głównie w przemyśle perfumeryjnym, farmacji lub dla celów owadobójczych, grzybobójczych i innych podobnych;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29;POZOSTAŁE ROŚLINY WIELOLETNIE;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.1;Kauczuk naturalny;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.10;Kauczuk naturalny;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.10.0;Kauczuk naturalny;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.2;Choinki świąteczne cięte;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.20;Choinki świąteczne cięte;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.20.0;Choinki świąteczne cięte;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.3;Materiały roślinne w rodzaju stosowanych głównie do wyplatania, wyściełania, wypychania lub w farbowaniu lub garbowaniu;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.30;Materiały roślinne w rodzaju stosowanych głównie do wyplatania, wyściełania, wypychania lub w farbowaniu lub garbowaniu;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.29.30.0;Materiały roślinne w rodzaju stosowanych głównie do wyplatania, wyściełania, wypychania lub w farbowaniu lub garbowaniu;;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.3;"Materiał nasadzeniowy: rośliny żywe, cebulki, bulwy i korzenie, sadzonki i szczepy; grzybnia";;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.30;"Materiał nasadzeniowy: rośliny żywe, cebulki, bulwy i korzenie, sadzonki i szczepy; grzybnia";;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.30.1;"Materiał nasadzeniowy: rośliny żywe, cebulki, bulwy i korzenie, sadzonki i szczepy; grzybnia";;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.30.10;"Materiał nasadzeniowy: rośliny żywe, cebulki, bulwy i korzenie, sadzonki i szczepy; grzybnia";;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
01.30.10.0;"Materiał nasadzeniowy: rośliny żywe, cebulki, bulwy i korzenie, sadzonki i szczepy; grzybnia";;;D;Dodany;2025-04-13 00:56:23;Darek Osuch;;;;
